id ; kind ; 
0255 ; Kind_Insect ; 
0256 ; Kind_Insect ; 
0257 ; Kind_Insect ; 
0258 ; Kind_Insect ; 
0259 ; Kind_Insect ; 
025A ; Kind_Insect ; 
025B ; Kind_Insect ; 
025C ; Kind_Insect ; 
025D ; Kind_Insect ; 
025E ; Kind_Insect ; 
025F ; Kind_Insect ; 
0260 ; Kind_Insect ; 
0261 ; Kind_Insect ; 
0262 ; Kind_Insect ; 
0263 ; Kind_Insect ; 
0264 ; Kind_Insect ; 
0265 ; Kind_Insect ; 
0266 ; Kind_Insect ; 
0267 ; Kind_Insect ; 
0268 ; Kind_Insect ; 
0269 ; Kind_Insect ; 
026A ; Kind_Insect ; 
026B ; Kind_Insect ; 
026C ; Kind_Insect ; 
026D ; Kind_Insect ; 
026E ; Kind_Insect ; 
026F ; Kind_Insect ; 
0270 ; Kind_Insect ; 
0271 ; Kind_Insect ; 
0272 ; Kind_Insect ; 
0273 ; Kind_Insect ; 
0274 ; Kind_Insect ; 
0275 ; Kind_Bag ; 
0276 ; Kind_Insect ; 
0277 ; Kind_Insect ; 
0278 ; Kind_Insect ; 
0279 ; Kind_Insect ; 
027A ; Kind_Insect ; 
027B ; Kind_Insect ; 
027C ; Kind_Insect ; 
027D ; Kind_Insect ; 
027E ; Kind_Insect ; 
027F ; Kind_Insect ; 
0280 ; Kind_Insect ; 
0281 ; Kind_Insect ; 
0282 ; Kind_Insect ; 
0283 ; Kind_Insect ; 
0284 ; Kind_Insect ; 
0285 ; Kind_Insect ; 
0286 ; Kind_Insect ; 
0287 ; Kind_Insect ; 
0288 ; Kind_Insect ; 
0289 ; Kind_Insect ; 
028A ; Kind_Insect ; 
028B ; Kind_Insect ; 
028C ; Kind_Insect ; 
028D ; Kind_Insect ; 
028E ; Kind_Bag ; 
028F ; Kind_Bag ; 
02A3 ; Kind_Bag ; 
02A7 ; Kind_Bag ; 
02A8 ; Kind_Bag ; 
02A9 ; Kind_Bag ; 
02AA ; Kind_Ftr ; 
02AC ; Kind_Bag ; 
02AE ; Kind_Bag ; 
02AF ; Kind_Bag ; 
02B0 ; Kind_Ftr ; 
02B3 ; Kind_Bag ; 
02B4 ; Kind_Bag ; 
02B6 ; Kind_Bag ; 
02B7 ; Kind_Bag ; 
02B9 ; Kind_Bag ; 
02BB ; Kind_Bag ; 
02BD ; Kind_Bag ; 
02BE ; Kind_Bag ; 
02BF ; Kind_Bag ; 
02C0 ; Kind_Ftr ; 
02C7 ; Kind_Bag ; 
02C9 ; Kind_Bag ; 
02CA ; Kind_Bag ; 
02CE ; Kind_Bag ; 
02CF ; Kind_Bag ; 
02D0 ; Kind_Bag ; 
02D1 ; Kind_Bag ; 
02D3 ; Kind_Bag ; 
02D6 ; Kind_Bag ; 
02D7 ; Kind_HandBag ; 
02D8 ; Kind_Cap ; 
02DC ; Kind_HandBag ; 
02DD ; Kind_HandBag ; 
02E5 ; Kind_Ftr ; 
02EB ; Kind_EventObjFtr ; 
02EC ; Kind_EventObjFtr ; 
02EE ; Kind_DummyDIYRecipe ; 
02EF ; Kind_PhotoStudioList ; 
02F0 ; Kind_PhotoStudioList ; 
02F1 ; Kind_PhotoStudioList ; 
02F2 ; Kind_PhotoStudioList ; 
02F3 ; Kind_PhotoStudioList ; 
02F4 ; Kind_PhotoStudioList ; 
02F5 ; Kind_PhotoStudioList ; 
02F6 ; Kind_PhotoStudioList ; 
02F7 ; Kind_PhotoStudioList ; 
02F8 ; Kind_PhotoStudioList ; 
036B ; Kind_Ftr ; 
0393 ; Kind_Ftr ; 
03A0 ; Kind_Ftr ; 
03A1 ; Kind_Ftr ; 
03BB ; Kind_Ftr ; 
03BD ; Kind_Ftr ; 
03F8 ; Kind_Ftr ; 
03FF ; Kind_Ftr ; 
0405 ; Kind_Ftr ; 
0430 ; Kind_Ftr ; 
0457 ; Kind_Ftr ; 
045C ; Kind_Ftr ; 
047D ; Kind_Ftr ; 
0485 ; Kind_Ftr ; 
048D ; Kind_Ftr ; 
0533 ; Kind_Sculpture ; 
0534 ; Kind_SculptureFake ; 
0535 ; Kind_Sculpture ; 
0536 ; Kind_SculptureFake ; 
0537 ; Kind_Sculpture ; 
0538 ; Kind_SculptureFake ; 
0539 ; Kind_Sculpture ; 
053A ; Kind_SculptureFake ; 
053B ; Kind_Sculpture ; 
053D ; Kind_Sculpture ; 
053E ; Kind_SculptureFake ; 
053F ; Kind_Sculpture ; 
0540 ; Kind_SculptureFake ; 
0541 ; Kind_Sculpture ; 
0542 ; Kind_SculptureFake ; 
055E ; Kind_ShellDrift ; 
055F ; Kind_ShellDrift ; 
0560 ; Kind_ShellDrift ; 
0563 ; Kind_ShellDrift ; 
0564 ; Kind_ShellDrift ; 
0565 ; Kind_ShellDrift ; 
0566 ; Kind_ShellDrift ; 
05E0 ; Kind_Ftr ; 
05E3 ; Kind_Ftr ; 
05E5 ; Kind_Ftr ; 
06D0 ; Kind_Ftr ; 
06F2 ; Kind_Ftr ; 
06F7 ; Kind_Ftr ; 
076B ; Kind_Ftr ; 
0833 ; Kind_Shovel ; 
0834 ; Kind_Axe ; 
0839 ; Kind_Money ; 
083A ; Kind_Money ; 
083B ; Kind_Money ; 
083C ; Kind_Money ; 
083D ; Kind_Money ; 
083E ; Kind_Money ; 
083F ; Kind_Money ; 
0840 ; Kind_Money ; 
0841 ; Kind_Money ; 
0842 ; Kind_Money ; 
0843 ; Kind_Money ; 
0844 ; Kind_Money ; 
0845 ; Kind_Money ; 
0846 ; Kind_Money ; 
0847 ; Kind_Money ; 
0848 ; Kind_Money ; 
0849 ; Kind_Money ; 
084A ; Kind_Money ; 
084B ; Kind_Money ; 
084C ; Kind_Money ; 
084D ; Kind_Money ; 
084E ; Kind_Money ; 
084F ; Kind_Money ; 
0850 ; Kind_Money ; 
0851 ; Kind_Money ; 
0852 ; Kind_Money ; 
0853 ; Kind_Money ; 
0854 ; Kind_Money ; 
0855 ; Kind_Money ; 
0856 ; Kind_Money ; 
0857 ; Kind_Money ; 
0858 ; Kind_Money ; 
0859 ; Kind_Money ; 
085A ; Kind_Money ; 
085B ; Kind_Money ; 
085C ; Kind_Money ; 
085D ; Kind_Money ; 
085E ; Kind_Money ; 
085F ; Kind_Money ; 
0860 ; Kind_Money ; 
0861 ; Kind_Money ; 
0862 ; Kind_Money ; 
0863 ; Kind_Money ; 
0864 ; Kind_Money ; 
0865 ; Kind_Money ; 
0866 ; Kind_Money ; 
0867 ; Kind_Money ; 
0868 ; Kind_Money ; 
0869 ; Kind_Money ; 
086A ; Kind_Money ; 
086B ; Kind_Money ; 
086C ; Kind_Money ; 
086D ; Kind_Money ; 
086E ; Kind_Money ; 
086F ; Kind_Money ; 
0870 ; Kind_Money ; 
0871 ; Kind_Money ; 
0872 ; Kind_Money ; 
0873 ; Kind_Money ; 
0874 ; Kind_Money ; 
0875 ; Kind_Money ; 
0876 ; Kind_Money ; 
0877 ; Kind_Money ; 
0878 ; Kind_Money ; 
0879 ; Kind_Money ; 
087A ; Kind_Money ; 
087B ; Kind_Money ; 
087C ; Kind_Money ; 
087D ; Kind_Money ; 
087E ; Kind_Money ; 
087F ; Kind_Money ; 
0880 ; Kind_Money ; 
0881 ; Kind_Money ; 
0882 ; Kind_Money ; 
0883 ; Kind_Money ; 
0884 ; Kind_Money ; 
0885 ; Kind_Money ; 
0886 ; Kind_Money ; 
0887 ; Kind_Money ; 
0888 ; Kind_Money ; 
0889 ; Kind_Money ; 
088A ; Kind_Money ; 
088B ; Kind_Money ; 
088C ; Kind_Money ; 
088D ; Kind_Money ; 
088E ; Kind_Money ; 
088F ; Kind_Money ; 
0890 ; Kind_Money ; 
0891 ; Kind_Money ; 
0892 ; Kind_Money ; 
0893 ; Kind_Money ; 
0894 ; Kind_Money ; 
0895 ; Kind_Money ; 
0896 ; Kind_Money ; 
0897 ; Kind_Money ; 
0898 ; Kind_Money ; 
0899 ; Kind_Money ; 
089A ; Kind_Money ; 
089B ; Kind_Money ; 
089C ; Kind_Money ; 
089D ; Kind_Money ; 
089E ; Kind_Money ; 
089F ; Kind_Money ; 
08A0 ; Kind_Money ; 
08A1 ; Kind_Money ; 
08A2 ; Kind_Money ; 
08A3 ; Kind_Money ; 
08A4 ; Kind_Money ; 
08A5 ; Kind_Fruit ; 
08A6 ; Kind_Fruit ; 
08A7 ; Kind_Fish ; 
08A8 ; Kind_Fish ; 
08A9 ; Kind_Fish ; 
08AB ; Kind_Fish ; 
08AC ; Kind_Fish ; 
08AD ; Kind_Fish ; 
08AE ; Kind_Fish ; 
08AF ; Kind_Fish ; 
08B0 ; Kind_Fish ; 
08B1 ; Kind_Fish ; 
08B2 ; Kind_Fish ; 
08B3 ; Kind_Fish ; 
08B4 ; Kind_Fish ; 
08B5 ; Kind_Fish ; 
08B7 ; Kind_Fish ; 
08B8 ; Kind_Fish ; 
08B9 ; Kind_Fish ; 
08BA ; Kind_Fish ; 
08BB ; Kind_Fish ; 
08BC ; Kind_Fish ; 
08BD ; Kind_Fish ; 
08BE ; Kind_Fish ; 
08BF ; Kind_Fish ; 
08C1 ; Kind_Fish ; 
08C2 ; Kind_Fish ; 
08C3 ; Kind_Fish ; 
08C4 ; Kind_Fish ; 
08C5 ; Kind_Fish ; 
08C6 ; Kind_Fish ; 
08C7 ; Kind_Fish ; 
08C8 ; Kind_Fish ; 
08C9 ; Kind_Fish ; 
08CA ; Kind_Fish ; 
08CB ; Kind_Fish ; 
08CC ; Kind_Fish ; 
08CD ; Kind_Fish ; 
08CE ; Kind_Fish ; 
08CF ; Kind_Fish ; 
08D0 ; Kind_Fish ; 
08D1 ; Kind_Fish ; 
08D2 ; Kind_Fish ; 
08D3 ; Kind_Fish ; 
08D4 ; Kind_Fish ; 
08D5 ; Kind_Fish ; 
08D6 ; Kind_Fish ; 
08D7 ; Kind_Fish ; 
08D8 ; Kind_Fish ; 
08D9 ; Kind_Fish ; 
08DA ; Kind_Fish ; 
08DB ; Kind_Fish ; 
08DC ; Kind_Fish ; 
08DD ; Kind_Fish ; 
08DE ; Kind_Fish ; 
08DF ; Kind_Fish ; 
08E0 ; Kind_Fish ; 
08E1 ; Kind_Fish ; 
08E2 ; Kind_Fish ; 
08E3 ; Kind_Fish ; 
08E4 ; Kind_Fish ; 
08E5 ; Kind_Fish ; 
08E6 ; Kind_Fish ; 
08E7 ; Kind_Fish ; 
08E8 ; Kind_Fish ; 
08E9 ; Kind_Fish ; 
08EA ; Kind_Fish ; 
08EB ; Kind_Fish ; 
08EC ; Kind_Fish ; 
08ED ; Kind_Fruit ; 
08EE ; Kind_Fruit ; 
08EF ; Kind_Fruit ; 
08F0 ; Kind_Fruit ; 
08F7 ; Kind_Vegetable ; 
08FA ; Kind_Accessory ; 
091D ; Kind_Ftr ; 
0930 ; Kind_Ftr ; 
0946 ; Kind_LostQuest ; 
0947 ; Kind_LostQuest ; 
0948 ; Kind_Net ; 
0949 ; Kind_FishingRod ; 
094B ; Kind_Watering ; 
094D ; Kind_JohnnyQuest ; 
0955 ; Kind_JohnnyQuestDust ; 
0965 ; Kind_Music ; 
0966 ; Kind_Music ; 
0967 ; Kind_Music ; 
0968 ; Kind_Music ; 
0969 ; Kind_Music ; 
096A ; Kind_Music ; 
096B ; Kind_Music ; 
096C ; Kind_Music ; 
096D ; Kind_Music ; 
096E ; Kind_Music ; 
096F ; Kind_Music ; 
0970 ; Kind_Music ; 
0971 ; Kind_Music ; 
0972 ; Kind_Music ; 
0973 ; Kind_Music ; 
0974 ; Kind_Music ; 
0975 ; Kind_Music ; 
0976 ; Kind_Music ; 
0977 ; Kind_Music ; 
0978 ; Kind_Music ; 
0979 ; Kind_Music ; 
097A ; Kind_Music ; 
097B ; Kind_Music ; 
097C ; Kind_Music ; 
097D ; Kind_Music ; 
097E ; Kind_Music ; 
097F ; Kind_Music ; 
0980 ; Kind_Music ; 
0981 ; Kind_Music ; 
0982 ; Kind_Music ; 
0983 ; Kind_Music ; 
0984 ; Kind_Music ; 
0985 ; Kind_Music ; 
0986 ; Kind_Music ; 
0987 ; Kind_Music ; 
0988 ; Kind_Music ; 
0989 ; Kind_Music ; 
098A ; Kind_Music ; 
098B ; Kind_Music ; 
098C ; Kind_Music ; 
098D ; Kind_Music ; 
098E ; Kind_Music ; 
098F ; Kind_Music ; 
0990 ; Kind_Music ; 
0991 ; Kind_Music ; 
0992 ; Kind_Music ; 
0993 ; Kind_Music ; 
0994 ; Kind_Music ; 
0995 ; Kind_Music ; 
0996 ; Kind_Music ; 
0997 ; Kind_Music ; 
0998 ; Kind_Music ; 
0999 ; Kind_Music ; 
099A ; Kind_Music ; 
099B ; Kind_Music ; 
099C ; Kind_Music ; 
099D ; Kind_Music ; 
099E ; Kind_Music ; 
099F ; Kind_Music ; 
09A0 ; Kind_Music ; 
09A1 ; Kind_Music ; 
09A2 ; Kind_Music ; 
09A3 ; Kind_Music ; 
09A4 ; Kind_Music ; 
09A5 ; Kind_Music ; 
09A6 ; Kind_Music ; 
09A7 ; Kind_Music ; 
09A8 ; Kind_Music ; 
09A9 ; Kind_Music ; 
09AA ; Kind_Music ; 
09AB ; Kind_Music ; 
09AC ; Kind_Music ; 
09AD ; Kind_Music ; 
09AE ; Kind_Music ; 
09AF ; Kind_Music ; 
09B0 ; Kind_Music ; 
09B1 ; Kind_Music ; 
09B2 ; Kind_Music ; 
09B3 ; Kind_Music ; 
09B4 ; Kind_Music ; 
09B5 ; Kind_Music ; 
09B6 ; Kind_Music ; 
09B7 ; Kind_Music ; 
09B8 ; Kind_Music ; 
09B9 ; Kind_Music ; 
09BA ; Kind_Music ; 
09BB ; Kind_Music ; 
09BC ; Kind_Music ; 
09BD ; Kind_Music ; 
09BE ; Kind_Music ; 
09BF ; Kind_Music ; 
09C4 ; Kind_CraftMaterial ; 
09C5 ; Kind_CraftMaterial ; 
09C6 ; Kind_Ore ; 
09C9 ; Kind_Ore ; 
09CF ; Kind_Ore ; 
09D1 ; Kind_CraftRemake ; 
09EF ; Kind_CliffMaker ; 
09F0 ; Kind_ChangeStick ; 
09F1 ; Kind_TreasureQuest ; 
09F2 ; Kind_TreasureQuestDust ; 
09F6 ; Kind_Bag ; 
0A03 ; Kind_MyDesignTexture ; 
0A07 ; Kind_ShellFish ; 
0A0A ; Kind_Vegetable ; 
0A0B ; Kind_HousePost ; 
0A12 ; Kind_PitFallSeed ; 
0A13 ; Kind_FossilUnknown ; 
0A31 ; Kind_Cap ; 
0A32 ; Kind_Cap ; 
0A33 ; Kind_Cap ; 
0A34 ; Kind_Cap ; 
0A37 ; Kind_Ladder ; 
0A3C ; Kind_DiveFish ; 
0A3E ; Kind_DummyFtr ; 
0A3F ; Kind_DummyFtr ; 
0A40 ; Kind_Weed ; 
0A42 ; Kind_FlowerSeed ; 
0A43 ; Kind_FlowerBud ; 
0A44 ; Kind_FlowerBud ; 
0A45 ; Kind_FlowerSeed ; 
0A46 ; Kind_FlowerBud ; 
0A47 ; Kind_FlowerBud ; 
0A48 ; Kind_Turnip ; 
0A49 ; Kind_Turnip ; 
0A4A ; Kind_Turnip ; 
0A4B ; Kind_Turnip ; 
0A4C ; Kind_Turnip ; 
0A4D ; Kind_Turnip ; 
0A4E ; Kind_Turnip ; 
0A4F ; Kind_Turnip ; 
0A50 ; Kind_Turnip ; 
0A51 ; Kind_Turnip ; 
0A52 ; Kind_TurnipExpired ; 
0A59 ; Kind_VegeSeedling ; 
0A5B ; Kind_VegeTree ; 
0A5C ; Kind_VegeTree ; 
0A87 ; Kind_DummyRecipe ; 
0ABE ; Kind_HousingKit ; 
0AC1 ; Kind_PartyPopper ; 
0AC3 ; Kind_HousingKit ; 
0AC4 ; Kind_HousingKit ; 
0AC5 ; Kind_HousingKit ; 
0ACF ; Kind_CraftMaterial ; 
0AD0 ; Kind_CraftMaterial ; 
0AD1 ; Kind_CraftMaterial ; 
0AD9 ; Kind_Medicine ; 
0ADB ; Kind_BdayCupcake ; 
0AEA ; Kind_TreeSeedling ; 
0AEC ; Kind_Tree ; 
0AED ; Kind_Tree ; 
0AEE ; Kind_Tree ; 
0AEF ; Kind_Tree ; 
0AF0 ; Kind_TreeSeedling ; 
0AF2 ; Kind_Tree ; 
0AF3 ; Kind_Tree ; 
0AF4 ; Kind_Tree ; 
0AF5 ; Kind_Tree ; 
0AF6 ; Kind_Tree ; 
0AF7 ; Kind_Tree ; 
0AF8 ; Kind_Tree ; 
0AF9 ; Kind_Tree ; 
0AFA ; Kind_Tree ; 
0AFB ; Kind_Tree ; 
0AFC ; Kind_Tree ; 
0AFD ; Kind_Tree ; 
0AFE ; Kind_Tree ; 
0AFF ; Kind_Tree ; 
0B04 ; Kind_BushSeedling ; 
0B06 ; Kind_Slingshot ; 
0B0D ; Kind_PinataStick ; 
0B0E ; Kind_DiveFish ; 
0B0F ; Kind_DiveFish ; 
0B10 ; Kind_DiveFish ; 
